store_id,item_id,sales,price,promo,weekday,month,year,day,dayofweek
store_6,item_9,7,63.86,0,5,6,2021.0,5.0,5.0
store_4,item_38,34,24.2,0,6,2,2019.0,10.0,6.0
store_1,item_16,22,43.08,0,6,5,2019.0,19.0,6.0
store_5,item_48,22,15.69,0,4,2,2022.0,25.0,4.0
store_5,item_20,46,74.82,0,0,5,2021.0,24.0,0.0
store_1,item_30,17,40.97,0,3,4,2019.0,4.0,3.0
store_4,item_11,19,88.0,0,0,9,2021.0,13.0,0.0
store_3,item_31,65,51.73,0,0,3,2023.0,27.0,0.0
store_4,item_37,32,90.26,0,0,6,2020.0,22.0,0.0
store_4,item_14,20,89.03,0,0,11,2021.0,22.0,0.0
store_2,item_18,48,25.57,0,4,2,2020.0,28.0,4.0
store_5,item_27,35,88.7,0,6,5,2020.0,10.0,6.0
store_1,item_46,21,98.59,0,5,1,2022.0,15.0,5.0
store_1,item_1,32,21.3,0,5,8,2023.0,5.0,5.0
store_1,item_19,18,40.82,0,2,6,2019.0,12.0,2.0
store_2,item_47,28,75.56,0,0,7,2019.0,15.0,0.0
store_1,item_12,23,60.88,0,0,5,2022.0,16.0,0.0
store_1,item_35,14,45.13,0,5,5,2019.0,25.0,5.0
store_5,item_28,18,86.89,0,2,1,2020.0,1.0,2.0
store_3,item_44,35,22.04,0,5,4,2022.0,16.0,5.0
store_1,item_35,24,45.13,0,6,5,2023.0,7.0,6.0
store_4,item_12,20,80.72,0,0,2,2019.0,25.0,0.0
store_4,item_5,25,24.05,0,3,9,2021.0,9.0,3.0
store_3,item_26,39,40.82,0,1,1,2019.0,22.0,1.0
store_4,item_23,15,27.44,0,5,4,2023.0,22.0,5.0
store_2,item_39,54,89.92,0,2,7,2020.0,22.0,2.0
store_2,item_17,16,96.7,0,0,11,2023.0,6.0,0.0
store_4,item_42,41,72.69,0,6,4,2023.0,30.0,6.0
store_1,item_14,22,70.38,0,5,5,2022.0,14.0,5.0
store_4,item_4,37,60.11,0,3,9,2019.0,5.0,3.0
store_1,item_32,47,63.42,0,1,3,2020.0,24.0,1.0
store_3,item_13,61,51.94,1,5,3,2019.0,30.0,5.0
store_3,item_35,24,40.06,0,5,4,2020.0,25.0,5.0
store_4,item_37,24,90.26,0,1,10,2020.0,13.0,1.0
store_5,item_36,25,85.37,0,1,6,2022.0,21.0,1.0
store_1,item_43,63,30.1,1,0,2,2021.0,8.0,0.0
store_4,item_12,21,80.72,0,1,9,2023.0,12.0,1.0
store_3,item_35,18,40.06,0,5,3,2019.0,2.0,5.0
store_5,item_22,22,44.75,0,2,6,2023.0,14.0,2.0
store_4,item_22,14,89.69,0,5,8,2019.0,24.0,5.0
store_4,item_23,13,27.44,0,4,6,2020.0,19.0,4.0
store_3,item_4,42,80.93,0,1,11,2019.0,26.0,1.0
store_3,item_34,19,52.52,0,6,3,2019.0,17.0,6.0
store_4,item_8,15,98.37,0,4,3,2019.0,1.0,4.0
store_5,item_29,21,20.52,0,5,2,2023.0,25.0,5.0
store_1,item_48,18,63.52,0,3,10,2021.0,14.0,3.0
store_2,item_33,20,82.76,0,0,9,2020.0,7.0,0.0
store_5,item_15,16,26.87,0,2,11,2020.0,18.0,2.0
store_3,item_48,28,75.73,0,5,3,2021.0,20.0,5.0
store_1,item_11,43,52.2,1,2,1,2019.0,9.0,2.0
store_3,item_7,22,83.96,0,0,4,2020.0,27.0,0.0
store_1,item_6,23,66.5,0,4,9,2019.0,20.0,4.0
store_5,item_48,19,15.69,0,0,11,2020.0,30.0,0.0
store_1,item_1,30,21.3,0,0,10,2023.0,9.0,0.0
store_2,item_23,22,70.23,0,4,3,2023.0,31.0,4.0
store_4,item_38,44,24.2,0,2,1,2022.0,19.0,2.0
store_3,item_38,33,56.69,1,4,10,2020.0,16.0,4.0
store_1,item_20,40,15.24,0,1,11,2022.0,15.0,1.0
store_6,item_15,25,79.64,0,2,5,2021.0,19.0,2.0
store_2,item_17,37,77.36,1,1,5,2019.0,28.0,1.0
store_2,item_29,42,18.74,0,2,3,2021.0,10.0,2.0
store_5,item_25,46,21.23,1,2,8,2023.0,23.0,2.0
store_5,item_24,16,56.47,0,6,8,2019.0,18.0,6.0
store_5,item_37,49,13.14,0,3,4,2019.0,25.0,3.0
store_3,item_38,28,70.86,0,2,9,2023.0,13.0,2.0
store_4,item_30,17,63.75,0,4,6,2022.0,3.0,4.0
store_3,item_17,13,96.48,0,0,6,2021.0,7.0,0.0
store_4,item_27,50,82.94,0,3,3,2019.0,14.0,3.0
store_3,item_14,26,69.28,0,4,3,2023.0,31.0,4.0
store_5,item_38,22,53.46,0,4,10,2019.0,25.0,4.0
store_2,item_5,64,30.54,1,2,12,2021.0,22.0,2.0
store_2,item_1,47,76.72,0,0,12,2020.0,14.0,0.0
store_5,item_12,31,49.2,0,2,2,2023.0,1.0,2.0
store_5,item_38,31,53.46,0,6,3,2022.0,20.0,6.0
store_4,item_41,22,55.23,0,1,3,2022.0,15.0,1.0
store_1,item_5,51,69.38,0,3,4,2022.0,7.0,3.0
store_3,item_30,19,10.86,0,1,4,2019.0,30.0,1.0
store_6,item_4,47,60.36,0,1,3,2020.0,31.0,1.0
store_2,item_44,25,98.87,0,0,11,2020.0,16.0,0.0
store_1,item_30,17,40.97,0,0,3,2020.0,23.0,0.0
store_6,item_9,14,63.86,0,1,8,2019.0,6.0,1.0
store_4,item_34,19,48.36,0,1,6,2023.0,27.0,1.0
store_5,item_43,28,47.31,0,6,1,2021.0,24.0,6.0
store_5,item_7,12,30.81,0,6,5,2022.0,29.0,6.0
store_1,item_16,63,34.46,1,2,3,2021.0,10.0,2.0
store_3,item_26,27,40.82,0,4,8,2022.0,26.0,4.0
store_4,item_33,9,60.05,0,5,11,2019.0,16.0,5.0
store_3,item_41,15,17.55,0,5,5,2022.0,21.0,5.0
store_2,item_18,50,25.57,0,1,11,2022.0,29.0,1.0
store_3,item_8,13,22.97,0,6,9,2022.0,25.0,6.0
store_1,item_13,34,68.19,0,3,12,2019.0,26.0,3.0
store_5,item_49,9,41.64,0,5,9,2023.0,16.0,5.0
store_3,item_22,21,53.15,0,0,5,2019.0,6.0,0.0
store_1,item_15,25,56.62,0,0,3,2019.0,18.0,0.0
store_2,item_50,11,46.34,0,6,5,2020.0,31.0,6.0
store_3,item_18,47,96.18,0,4,1,2021.0,29.0,4.0
store_6,item_23,7,18.83,0,4,12,2022.0,16.0,4.0
store_4,item_32,39,43.89,0,1,6,2019.0,4.0,1.0
store_4,item_46,13,17.5,0,3,9,2021.0,23.0,3.0
store_2,item_19,19,96.68,0,0,6,2020.0,22.0,0.0
store_3,item_16,47,12.87,0,2,4,2022.0,13.0,2.0
store_4,item_3,66,87.39,0,2,4,2022.0,6.0,2.0
store_5,item_34,8,35.02,0,5,8,2023.0,19.0,5.0
store_2,item_46,21,22.46,0,6,9,2020.0,6.0,6.0
store_5,item_28,10,86.89,0,4,11,2020.0,13.0,4.0
store_3,item_6,54,75.27,0,1,1,2019.0,22.0,1.0
store_2,item_5,44,38.18,0,1,7,2022.0,19.0,1.0
store_5,item_1,44,81.45,0,6,4,2022.0,17.0,6.0
store_2,item_36,47,26.45,1,0,4,2019.0,8.0,0.0
store_5,item_22,18,44.75,0,2,1,2019.0,9.0,2.0
store_5,item_41,13,39.23,0,3,11,2020.0,5.0,3.0
store_1,item_31,43,89.42,0,1,6,2019.0,25.0,1.0
store_2,item_9,15,38.9,0,5,12,2020.0,19.0,5.0
store_2,item_13,40,86.9,0,3,11,2022.0,17.0,3.0
store_1,item_9,17,21.93,0,5,1,2023.0,7.0,5.0
store_5,item_31,29,27.5,0,5,12,2020.0,19.0,5.0
store_3,item_21,54,82.23,0,2,6,2021.0,2.0,2.0
store_5,item_23,3,56.16,0,5,10,2023.0,14.0,5.0
store_5,item_28,8,86.89,0,3,9,2022.0,1.0,3.0
store_5,item_33,17,77.66,1,6,11,2019.0,3.0,6.0
store_1,item_17,20,49.86,1,4,11,2019.0,29.0,4.0
store_4,item_2,35,89.27,0,3,7,2019.0,4.0,3.0
store_6,item_2,37,22.11,0,4,5,2021.0,14.0,4.0
store_1,item_45,28,27.56,0,4,11,2021.0,12.0,4.0
store_4,item_39,49,26.5,0,6,2,2023.0,12.0,6.0
store_4,item_50,11,94.85,0,6,9,2019.0,1.0,6.0
store_4,item_8,17,78.7,1,6,7,2019.0,28.0,6.0
store_2,item_16,41,95.31,0,1,1,2019.0,22.0,1.0
store_6,item_7,14,33.1,0,3,3,2020.0,12.0,3.0
store_3,item_28,10,62.2,0,2,10,2023.0,18.0,2.0
store_1,item_21,38,27.45,0,6,12,2023.0,10.0,6.0
store_4,item_22,11,89.69,0,5,10,2021.0,23.0,5.0
store_3,item_17,10,96.48,0,4,9,2019.0,6.0,4.0
store_5,item_46,21,34.55,0,6,4,2019.0,21.0,6.0
store_4,item_39,37,26.5,0,6,7,2022.0,10.0,6.0
store_4,item_2,29,89.27,0,6,8,2021.0,22.0,6.0
store_1,item_6,43,66.5,0,2,10,2021.0,13.0,2.0
store_4,item_16,32,39.1,0,1,11,2021.0,23.0,1.0
store_3,item_22,24,53.15,0,3,7,2023.0,20.0,3.0
store_4,item_2,45,89.27,0,6,4,2022.0,3.0,6.0
store_2,item_14,28,45.65,0,6,12,2019.0,29.0,6.0
store_1,item_10,31,20.59,0,1,5,2020.0,26.0,1.0
store_5,item_22,25,35.8,1,4,6,2020.0,19.0,4.0
store_2,item_35,34,83.47,0,6,3,2023.0,5.0,6.0
store_4,item_8,28,98.37,0,1,4,2020.0,21.0,1.0
store_6,item_7,11,26.48,1,4,12,2021.0,3.0,4.0
store_3,item_5,27,44.59,1,5,10,2020.0,3.0,5.0
store_6,item_23,6,18.83,0,6,11,2022.0,27.0,6.0
store_4,item_22,20,89.69,0,4,6,2023.0,30.0,4.0
store_2,item_45,60,10.59,0,0,4,2022.0,18.0,0.0
store_3,item_27,47,72.77,0,0,6,2023.0,19.0,0.0
store_4,item_15,32,96.51,0,0,5,2023.0,15.0,0.0
store_4,item_35,18,67.91,0,3,10,2019.0,17.0,3.0
store_4,item_50,17,94.85,0,1,8,2023.0,1.0,1.0
store_5,item_49,7,41.64,0,5,8,2021.0,14.0,5.0
store_4,item_39,62,26.5,0,3,4,2020.0,30.0,3.0
store_5,item_27,29,88.7,0,3,7,2019.0,11.0,3.0
store_1,item_50,13,92.33,0,2,8,2019.0,28.0,2.0
store_1,item_49,16,30.29,0,0,2,2022.0,7.0,0.0
store_4,item_49,13,20.81,0,1,12,2022.0,27.0,1.0
store_3,item_4,57,80.93,0,2,1,2019.0,23.0,2.0
store_2,item_19,7,96.68,0,6,9,2021.0,5.0,6.0
store_1,item_2,39,38.55,0,1,8,2023.0,22.0,1.0
store_5,item_42,31,46.77,0,2,8,2022.0,10.0,2.0
store_5,item_28,12,86.89,0,6,6,2021.0,13.0,6.0
store_4,item_50,16,94.85,0,1,1,2023.0,10.0,1.0
store_5,item_3,45,74.71,1,1,9,2019.0,10.0,1.0
store_6,item_3,60,44.41,1,1,7,2019.0,9.0,1.0
store_1,item_24,40,19.06,0,2,11,2022.0,30.0,2.0
store_1,item_29,29,78.89,0,1,8,2022.0,16.0,1.0
store_6,item_13,27,98.07,0,1,9,2021.0,7.0,1.0
store_2,item_11,19,68.77,0,4,10,2020.0,30.0,4.0
store_2,item_5,35,38.18,0,6,6,2023.0,11.0,6.0
store_2,item_23,11,70.23,0,3,9,2020.0,24.0,3.0
store_4,item_37,39,90.26,0,3,12,2022.0,8.0,3.0
store_3,item_47,26,24.04,0,6,10,2023.0,1.0,6.0
store_1,item_26,24,47.67,0,5,7,2022.0,9.0,5.0
store_3,item_42,38,44.63,0,4,1,2023.0,13.0,4.0
store_4,item_14,28,89.03,0,2,10,2023.0,11.0,2.0
store_1,item_25,30,89.21,0,6,6,2022.0,26.0,6.0
store_3,item_36,33,43.12,0,1,5,2020.0,12.0,1.0
store_5,item_9,13,10.11,0,2,9,2019.0,4.0,2.0
store_4,item_34,15,48.36,0,1,10,2019.0,15.0,1.0
store_3,item_48,21,75.73,0,6,11,2019.0,24.0,6.0
store_2,item_21,43,42.28,0,0,2,2019.0,4.0,0.0
store_1,item_40,23,84.54,0,1,10,2020.0,20.0,1.0
store_1,item_22,16,47.59,0,0,3,2019.0,4.0,0.0
store_2,item_6,40,18.15,0,4,10,2022.0,21.0,4.0
store_3,item_49,15,38.5,0,1,5,2022.0,10.0,1.0
store_5,item_11,19,53.59,0,2,1,2020.0,8.0,2.0
store_5,item_30,4,85.58,0,6,7,2023.0,30.0,6.0
store_2,item_30,18,67.9,0,3,6,2019.0,6.0,3.0
store_5,item_49,17,41.64,0,5,7,2023.0,15.0,5.0
store_1,item_39,33,76.3,0,0,12,2019.0,9.0,0.0
store_2,item_17,18,77.36,1,0,8,2019.0,26.0,0.0
store_5,item_18,44,54.37,0,3,1,2021.0,28.0,3.0
store_5,item_34,9,35.02,0,1,8,2020.0,4.0,1.0
store_6,item_10,24,28.39,0,2,1,2022.0,5.0,2.0
store_5,item_19,11,47.55,0,4,6,2019.0,7.0,4.0
store_5,item_17,12,56.41,0,4,9,2023.0,29.0,4.0
store_2,item_39,63,89.92,0,3,4,2021.0,1.0,3.0
store_5,item_39,26,60.57,0,3,10,2023.0,19.0,3.0
store_1,item_14,26,70.38,0,2,10,2022.0,26.0,2.0
store_5,item_31,25,27.5,0,3,7,2020.0,30.0,3.0
store_4,item_6,53,41.41,0,1,12,2021.0,21.0,1.0
store_1,item_17,23,62.32,0,5,4,2023.0,8.0,5.0
store_5,item_11,12,53.59,0,0,10,2020.0,19.0,0.0
store_1,item_38,20,58.62,0,4,10,2021.0,8.0,4.0
store_3,item_38,45,70.86,0,0,2,2022.0,28.0,0.0
store_3,item_21,49,82.23,0,0,5,2020.0,18.0,0.0
store_6,item_7,13,26.48,1,5,12,2021.0,4.0,5.0
store_5,item_12,27,49.2,0,1,3,2022.0,8.0,1.0
store_3,item_40,59,31.8,1,3,2,2022.0,24.0,3.0
store_1,item_47,44,97.86,0,2,4,2021.0,28.0,2.0
store_3,item_24,34,26.34,0,1,8,2019.0,13.0,1.0
store_2,item_34,20,36.72,0,4,6,2020.0,12.0,4.0
store_6,item_24,38,11.4,0,4,2,2021.0,19.0,4.0
store_1,item_39,60,76.3,0,1,3,2023.0,14.0,1.0
store_4,item_21,55,56.97,0,2,5,2019.0,8.0,2.0
store_2,item_27,48,39.79,0,1,6,2019.0,11.0,1.0
store_4,item_47,16,94.0,0,6,9,2019.0,22.0,6.0
store_5,item_30,6,85.58,0,0,9,2019.0,16.0,0.0
store_5,item_30,15,85.58,0,0,5,2023.0,8.0,0.0
store_1,item_28,4,99.99,0,5,10,2020.0,10.0,5.0
store_3,item_11,32,44.78,0,0,6,2023.0,12.0,0.0
store_3,item_50,17,83.76,0,3,7,2022.0,28.0,3.0
store_5,item_47,23,95.36,0,5,1,2022.0,15.0,5.0
store_3,item_48,31,75.73,0,0,1,2022.0,3.0,0.0
store_4,item_44,24,20.05,0,6,11,2023.0,26.0,6.0
store_2,item_7,22,11.8,0,3,5,2022.0,19.0,3.0
store_3,item_36,23,43.12,0,1,11,2021.0,30.0,1.0
store_5,item_23,9,56.16,0,4,1,2021.0,29.0,4.0
store_4,item_29,25,89.25,0,5,4,2019.0,27.0,5.0
store_2,item_35,44,83.47,0,2,3,2023.0,29.0,2.0
store_3,item_29,20,22.78,0,1,9,2019.0,24.0,1.0
store_5,item_31,28,27.5,0,2,10,2020.0,7.0,2.0
store_1,item_26,54,38.14,1,0,7,2022.0,18.0,0.0
store_2,item_5,35,38.18,0,5,5,2019.0,11.0,5.0
store_4,item_50,26,94.85,0,2,6,2023.0,7.0,2.0
store_5,item_25,18,26.53,0,5,11,2021.0,27.0,5.0
store_3,item_14,31,69.28,0,6,5,2022.0,8.0,6.0
store_4,item_34,7,48.36,0,6,11,2021.0,21.0,6.0
store_5,item_45,24,44.31,0,4,10,2023.0,20.0,4.0
store_3,item_17,18,96.48,0,4,1,2021.0,29.0,4.0
store_1,item_34,13,39.6,0,1,2,2020.0,25.0,1.0
store_5,item_22,21,44.75,0,3,5,2020.0,14.0,3.0
store_3,item_29,15,22.78,0,5,8,2022.0,20.0,5.0
store_1,item_22,17,47.59,0,6,3,2020.0,1.0,6.0
store_1,item_7,12,65.21,0,3,10,2022.0,27.0,3.0
store_3,item_8,19,22.97,0,2,7,2019.0,10.0,2.0
store_3,item_44,37,17.63,1,0,8,2020.0,31.0,0.0
store_3,item_50,20,83.76,0,3,12,2020.0,31.0,3.0
store_5,item_38,40,53.46,0,1,1,2021.0,26.0,1.0
store_4,item_27,30,82.94,0,3,9,2021.0,2.0,3.0
store_3,item_30,42,8.69,1,1,4,2023.0,25.0,1.0
store_6,item_21,52,15.35,0,2,4,2021.0,21.0,2.0
store_5,item_31,40,27.5,0,1,7,2020.0,28.0,1.0
store_1,item_6,26,66.5,0,4,9,2019.0,27.0,4.0
store_2,item_5,22,38.18,0,6,10,2020.0,4.0,6.0
store_2,item_19,17,96.68,0,3,1,2020.0,2.0,3.0
store_4,item_19,17,57.82,0,3,6,2020.0,25.0,3.0
store_2,item_21,28,42.28,0,4,9,2020.0,18.0,4.0
store_4,item_31,32,44.31,0,4,7,2020.0,31.0,4.0
store_2,item_30,9,67.9,0,5,12,2022.0,3.0,5.0
store_5,item_5,29,95.6,0,3,12,2022.0,22.0,3.0
store_6,item_7,11,33.1,0,0,8,2022.0,22.0,0.0
store_2,item_17,14,96.7,0,6,1,2019.0,27.0,6.0
store_6,item_18,31,55.07,0,0,11,2021.0,8.0,0.0
store_5,item_21,19,24.56,0,2,10,2020.0,7.0,2.0
store_3,item_16,40,12.87,0,3,6,2022.0,30.0,3.0
store_4,item_21,47,56.97,0,0,6,2022.0,13.0,0.0
store_1,item_42,29,77.19,0,1,10,2023.0,3.0,1.0
store_3,item_15,22,17.28,0,5,7,2022.0,9.0,5.0
store_2,item_44,51,98.87,0,1,4,2020.0,28.0,1.0
store_1,item_17,19,62.32,0,3,5,2021.0,20.0,3.0
store_3,item_5,23,55.74,0,5,10,2022.0,1.0,5.0
store_5,item_17,8,56.41,0,5,2,2019.0,9.0,5.0
store_2,item_40,22,45.75,0,6,11,2020.0,1.0,6.0
store_2,item_50,16,46.34,0,6,6,2019.0,23.0,6.0
store_4,item_42,25,72.69,0,6,6,2019.0,23.0,6.0
store_3,item_50,16,83.76,0,4,7,2021.0,2.0,4.0
store_5,item_21,53,19.64,1,5,6,2023.0,10.0,5.0
store_5,item_29,16,16.41,1,6,10,2022.0,30.0,6.0
store_1,item_13,55,54.55,1,4,5,2020.0,29.0,4.0
store_5,item_16,24,25.32,0,2,11,2020.0,4.0,2.0
store_5,item_6,32,97.19,0,0,8,2022.0,8.0,0.0
store_5,item_2,32,58.1,0,2,11,2020.0,11.0,2.0
store_2,item_20,58,19.21,1,6,7,2021.0,25.0,6.0
store_5,item_12,26,49.2,0,2,7,2020.0,8.0,2.0
store_2,item_30,12,67.9,0,4,9,2023.0,22.0,4.0
store_2,item_32,47,65.24,0,2,6,2020.0,24.0,2.0
store_6,item_23,16,15.06,1,2,7,2020.0,29.0,2.0
store_2,item_13,43,86.9,0,0,11,2023.0,6.0,0.0
store_5,item_41,7,39.23,0,1,10,2019.0,8.0,1.0
store_5,item_41,15,39.23,0,4,1,2023.0,6.0,4.0
store_4,item_43,22,67.49,0,4,11,2022.0,4.0,4.0
store_3,item_40,42,39.75,0,3,4,2022.0,21.0,3.0
store_5,item_15,13,26.87,0,4,6,2021.0,25.0,4.0
store_1,item_13,53,68.19,0,1,5,2020.0,5.0,1.0
store_3,item_25,25,20.84,0,5,7,2020.0,25.0,5.0
store_2,item_49,7,79.51,0,5,8,2021.0,28.0,5.0
store_1,item_21,53,27.45,0,1,3,2021.0,23.0,1.0
store_4,item_18,48,22.55,0,4,3,2021.0,12.0,4.0
store_4,item_14,34,89.03,0,3,3,2021.0,25.0,3.0
store_3,item_1,67,59.81,0,2,1,2021.0,27.0,2.0
store_1,item_46,24,98.59,0,6,12,2021.0,12.0,6.0
store_5,item_19,15,38.04,1,6,9,2019.0,1.0,6.0
store_4,item_44,20,20.05,0,6,10,2022.0,23.0,6.0
store_5,item_6,45,97.19,0,5,4,2023.0,29.0,5.0
store_5,item_40,24,24.75,1,4,11,2022.0,4.0,4.0
store_6,item_7,9,33.1,0,6,9,2021.0,5.0,6.0
store_5,item_42,41,46.77,0,3,1,2023.0,5.0,3.0
store_3,item_20,37,74.2,0,1,9,2020.0,8.0,1.0
store_4,item_7,16,84.5,0,5,2,2021.0,6.0,5.0
store_3,item_27,54,72.77,0,3,1,2023.0,26.0,3.0
store_4,item_4,33,60.11,0,0,9,2023.0,11.0,0.0
store_1,item_18,53,71.7,0,1,3,2020.0,24.0,1.0
store_2,item_8,14,26.67,0,6,11,2021.0,21.0,6.0
store_6,item_11,40,18.01,1,4,5,2022.0,27.0,4.0
store_3,item_3,51,75.51,0,2,1,2020.0,15.0,2.0
store_2,item_39,28,89.92,0,6,9,2020.0,13.0,6.0
store_5,item_8,19,73.48,0,2,10,2023.0,11.0,2.0
store_2,item_44,39,98.87,0,3,5,2020.0,14.0,3.0
store_2,item_4,63,85.11,0,2,7,2023.0,19.0,2.0
store_5,item_45,56,35.44,1,3,1,2021.0,21.0,3.0
store_1,item_36,23,77.01,0,2,11,2022.0,23.0,2.0
store_3,item_45,35,71.19,0,4,11,2023.0,24.0,4.0
store_2,item_43,41,90.0,0,6,6,2023.0,25.0,6.0
store_5,item_17,19,56.41,0,3,4,2019.0,11.0,3.0
store_5,item_18,47,54.37,0,0,3,2023.0,27.0,0.0
store_5,item_33,22,97.07,0,0,7,2023.0,10.0,0.0
store_3,item_4,39,80.93,0,5,7,2021.0,3.0,5.0
store_4,item_13,49,39.08,0,4,4,2023.0,14.0,4.0
store_1,item_6,52,66.5,0,0,4,2019.0,8.0,0.0
store_5,item_17,17,56.41,0,0,4,2022.0,25.0,0.0
store_5,item_25,23,26.53,0,1,9,2020.0,29.0,1.0
store_1,item_35,16,45.13,0,0,9,2021.0,27.0,0.0
store_1,item_36,21,77.01,0,0,7,2022.0,25.0,0.0
store_4,item_29,14,89.25,0,5,7,2019.0,6.0,5.0
store_4,item_33,30,60.05,0,0,2,2022.0,28.0,0.0
store_4,item_19,17,57.82,0,2,4,2020.0,1.0,2.0
store_6,item_14,20,68.09,0,0,2,2019.0,18.0,0.0
store_2,item_42,37,11.47,0,0,6,2019.0,24.0,0.0
store_4,item_32,46,43.89,0,1,2,2022.0,22.0,1.0
store_2,item_11,28,68.77,0,6,3,2021.0,21.0,6.0
store_1,item_3,49,82.6,0,2,7,2020.0,1.0,2.0
store_6,item_14,22,68.09,0,0,8,2021.0,30.0,0.0
store_5,item_3,48,93.39,0,1,4,2020.0,14.0,1.0
store_2,item_5,39,38.18,0,5,3,2021.0,13.0,5.0
store_4,item_32,37,43.89,0,1,10,2023.0,24.0,1.0
store_1,item_3,27,82.6,0,0,9,2021.0,13.0,0.0
store_1,item_8,29,18.75,0,3,5,2023.0,4.0,3.0
store_4,item_6,55,41.41,0,6,4,2023.0,16.0,6.0
store_4,item_32,30,43.89,0,2,9,2022.0,21.0,2.0
store_1,item_1,42,21.3,0,0,12,2021.0,13.0,0.0
store_3,item_30,19,10.86,0,6,8,2022.0,7.0,6.0
store_4,item_1,48,43.74,1,4,9,2021.0,3.0,4.0
store_2,item_3,34,24.99,0,6,8,2019.0,4.0,6.0
store_1,item_7,18,65.21,0,6,5,2023.0,14.0,6.0
store_1,item_41,16,86.24,0,0,7,2021.0,19.0,0.0
store_2,item_18,55,25.57,0,0,3,2020.0,16.0,0.0
store_2,item_17,36,77.36,1,3,8,2023.0,10.0,3.0
store_1,item_11,16,65.25,0,1,9,2023.0,26.0,1.0
store_5,item_21,24,24.56,0,5,7,2021.0,10.0,5.0
store_2,item_41,37,21.46,0,2,4,2023.0,19.0,2.0
store_2,item_12,30,43.36,0,2,7,2022.0,20.0,2.0
store_2,item_32,23,65.24,0,6,10,2023.0,8.0,6.0
store_2,item_14,37,36.52,1,5,5,2020.0,16.0,5.0
store_1,item_32,37,63.42,0,0,5,2022.0,23.0,0.0
store_6,item_21,48,12.28,1,1,7,2019.0,9.0,1.0
store_4,item_34,28,38.69,1,2,6,2020.0,24.0,2.0
store_3,item_30,18,10.86,0,2,5,2021.0,12.0,2.0
store_2,item_43,52,90.0,0,3,2,2019.0,28.0,3.0
store_4,item_49,11,20.81,0,3,8,2019.0,1.0,3.0
store_2,item_19,27,77.34,1,4,4,2021.0,16.0,4.0
store_2,item_42,53,11.47,0,0,3,2021.0,8.0,0.0
store_2,item_12,27,43.36,0,3,1,2021.0,7.0,3.0
store_1,item_26,50,38.14,1,6,2,2020.0,16.0,6.0
store_5,item_14,10,44.47,0,6,7,2021.0,4.0,6.0
store_4,item_28,10,89.39,0,0,10,2023.0,23.0,0.0
store_2,item_16,39,95.31,0,4,5,2021.0,21.0,4.0
store_1,item_38,26,58.62,0,3,11,2020.0,12.0,3.0
store_4,item_38,47,24.2,0,0,2,2022.0,28.0,0.0
store_2,item_34,28,36.72,0,2,2,2022.0,2.0,2.0
